,Shot,TS_TRIG,Energy,Fuel,Notes,V_osc,V_amps12,V_amp3,poly2_2,poly2_3,poly3_1,poly3_2,poly3_3,poly3_4,poly3_5,poly4_1,poly4_2,poly4_3,poly4_4,poly4_5,poly5_1,poly5_2,poly5_3,poly5_4,poly5_5
104,181018012,2.05,,D/He,He-doped D,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
105,181018013,2.05,,D/He,He-doped D,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
106,181018014,2.05,,D/He,He-doped D,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
107,181018015,2.2,,D/He,He-doped D,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
108,181018016,2.2,,D/He,higher flux,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
109,181018017,2.2,,D/He,repeat,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
110,181018018,2.2,,D/He,repeat,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
111,181018019,2.2,,D/He,repeat,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
112,181018022,2.2,,D,D only - starved,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
113,181018023,2.0,,D,D only - minor starvation?,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
114,181018024,2.0,,D,D only,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
115,181018025,2.0,,D,D only - higher power,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
116,181018026,2.0,,D,D only - weird laser pulse,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
117,181018027,2.0,,D,D only - low laser energy,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
118,181018028,2.0,,D,D only,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
119,181018029,2.1,,D,D only,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
120,181018030,2.1,,D,D only - good!,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
121,181018031,2.1,,D,D only. laser triggered late,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
122,181018032,2.1,,D,D only. fault before laser fired,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
123,181018033,2.1,,D,D only - ok,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
124,181018034,2.1,,D,D only ,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
125,190129007,2.1,,He,need vacuum shot. Could be good?,1850.0,2200.0,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
126,190129008,2.1,,He,vacuum shot - bad oscilloscope settings,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
127,190129009,2.1,,He,vacuum shot - bad oscilloscope settings,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
128,190129010,2.1,,He,vacuum shot,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
129,190129011,2.1,,He,vacuum shot,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
130,190129012,2.1,,He,plasma,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
131,190129013,2.1,,He,plasma,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
132,190129014,2.1,,He,plasma,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
133,190129015,2.1,,He,plasma,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
134,190129016,2.1,,He,plasma,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
135,190129017,2.1,,He,vacuum shot,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
136,190129018,2.1,,He,vacuum shot,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
137,190129019,2.1,,D/He,plasma,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
138,190129020,2.1,,D/He,plasma,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
139,190129021,2.1,,D/He,plasma,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
140,190129022,1.8,,D/He,plasma,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
141,190130012,1.8,,D/He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
142,190130013,1.8,,D/He,plasma - saturation on p3c3,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
143,190130014,1.8,,D/He,plasma - data on all channels??!,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
144,190130015,1.8,,D/He,vacuum,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
145,190130016,1.8,,D/He,vacuum,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
146,190130017,1.8,,D/He,vacuum,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
147,190130018,1.8,,D/He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
148,190130019,1.8,,D/He,plasma - missing some TS data from bad scope read,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
149,190130020,1.8,,D/He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
150,190130021,1.8,,D/He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
151,190130022,1.8,,D/He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
152,190131002,1.8,,V,vacuum ,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
153,190131003,1.8,,V,vacuum ,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
154,190131004,1.8,,V,laser off,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
155,190131005,1.8,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
156,190131006,1.8,,He,plasma - laser didn't fire,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
157,190131007,1.8,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
158,190131008,0.63,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
159,190131009,0.63,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
160,190131010,0.63,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
161,190131011,0.53,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
162,190131012,0.73,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
163,190131013,0.73,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
164,190131014,0.53,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
165,190131015,0.83,,He,plasma - laser didn't fire,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
166,190131016,0.83,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
167,190131017,0.83,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
168,190131018,0.93,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
169,190131019,0.93,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
170,190131020,1.03,,He,plasma - laser didn't fire,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
171,190131021,1.03,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
172,190131022,1.03,,He,plasma - some weird noise,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
173,190131023,1.03,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
174,190201003,1.03,,V,vacuum ,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
175,190201004,1.03,,V,vacuum ,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
176,190201005,1.13,,He,scrapped,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
177,190201006,1.13,,He,plasma - neg I_tor,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
178,190201007,1.13,,He,plasma - neg I_tor,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
179,190201008,1.13,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
180,190201009,1.13,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
181,190201010,1.23,,He,plasma - neg I_tor,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
182,190201011,1.23,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
183,190201012,1.23,,He,plasma - neg I_tor,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
184,190201013,1.43,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
185,190201014,1.43,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
186,190201015,1.63,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
187,190201016,1.63,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
188,190201017,1.83,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
189,190201018,1.83,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
190,190201019,2.03,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
191,190201020,2.03,,He,plasma - neg I_tor,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
192,190201021,2.03,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
193,190201022,2.23,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
194,190201023,2.23,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
195,190206008,1.9,,V,vacuum ,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
196,190206009,1.9,,V,vacuum ,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
197,190206010,1.9,,He,plasma,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
198,190206011,1.9,,He,raise V bank 10% points,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
199,190206012,1.7,,He,repeat - neg I_tor,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
200,190206013,1.7,,He,repeat,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
201,190206014,1.7,,He,more power,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
202,190206015,1.7,,He,more power,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
203,190206016,1.7,,He,higher puff,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
204,190206017,1.9,,He,repeat,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
205,190206018,1.9,,He,repeat ,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
206,190206019,1.9,,He,repeat - flipped out,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
207,190206020,1.9,,He,repeat - flipped out,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
208,190213001,1.9,4.81,ETEST,Laser energy meter: 4.81 J,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
209,190213002,1.9,4.89,ETEST,Laser energy meter: 4.89 J,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
210,190213003,1.9,4.8,ETEST,Laser energy meter: 4.80 J,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
211,190213004,1.9,4.4,ETEST,Laser energy meter: 4.40 J,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
212,190213005,1.9,4.61,ETEST,Laser energy meter: 4.61 J,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
213,190213006,1.9,6.02,ETEST,Laser energy meter: 6.02 J,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
214,190213007,1.9,5.62,ETEST,Laser energy meter: 5.62 J,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
215,190213008,1.9,5.94,ETEST,Laser energy meter: 5.94 J,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
216,190213009,1.9,6.21,ETEST,Laser energy meter: 6.21 J,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
217,190213010,1.9,6.05,ETEST,Laser energy meter: 6.05 J,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
218,190214005,1.9,,V,Laser energy meter: ??? (Late checking meter) ,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
219,190214006,1.9,6.45,ETEST,Laser energy meter: 6.45 J,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
220,190214007,1.9,7.8,ETEST,Laser energy meter: 7.80 J,1850.0,2350.0,2050.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
221,190214008,1.9,,V,Laser energy meter: ??? (Late checking meter) ,1850.0,2350.0,2050.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
